dataset,language,sent_id,dependency_distance
human,en,en-human-0000323,4
human,en,en-human-0000323,2
human,en,en-human-0000323,1
human,en,en-human-0000323,3
human,en,en-human-0000323,1
human,en,en-human-0000323,5
human,en,en-human-0000324,1
human,en,en-human-0000324,1
human,en,en-human-0000324,3
human,en,en-human-0000324,2
human,en,en-human-0000324,1
human,en,en-human-0000324,2
human,en,en-human-0000325,2
human,en,en-human-0000325,1
human,en,en-human-0000325,5
human,en,en-human-0000325,1
human,en,en-human-0000325,2
human,en,en-human-0000325,1
human,en,en-human-0000325,1
human,en,en-human-0000325,1
human,en,en-human-0000325,3
human,en,en-human-0000327,1
human,en,en-human-0000327,3
human,en,en-human-0000327,1
human,en,en-human-0000327,1
human,en,en-human-0000327,3
human,en,en-human-0000327,2
human,en,en-human-0000327,1
human,en,en-human-0000327,4
human,en,en-human-0000327,1
human,en,en-human-0000327,2
human,en,en-human-0000327,1
human,en,en-human-0000327,3
human,en,en-human-0000327,2
human,en,en-human-0000327,1
human,en,en-human-0000327,7
human,en,en-human-0000327,2
human,en,en-human-0000327,1
human,en,en-human-0000327,14
human,en,en-human-0000327,5
human,en,en-human-0000327,3
human,en,en-human-0000327,1
human,en,en-human-0000327,2
human,en,en-human-0000327,4
human,en,en-human-0000327,6
human,en,en-human-0000328,1
human,en,en-human-0000328,31
human,en,en-human-0000328,2
human,en,en-human-0000328,4
human,en,en-human-0000328,2
human,en,en-human-0000328,1
human,en,en-human-0000328,7
human,en,en-human-0000328,1
human,en,en-human-0000328,1
human,en,en-human-0000328,11
human,en,en-human-0000328,2
human,en,en-human-0000328,1
human,en,en-human-0000328,3
human,en,en-human-0000328,1
human,en,en-human-0000328,5
human,en,en-human-0000328,3
human,en,en-human-0000328,1
human,en,en-human-0000328,4
human,en,en-human-0000328,1
human,en,en-human-0000328,22
human,en,en-human-0000328,1
human,en,en-human-0000328,2
human,en,en-human-0000328,3
human,en,en-human-0000328,3
human,en,en-human-0000328,2
human,en,en-human-0000328,1
human,en,en-human-0000328,4
human,en,en-human-0000328,1
human,en,en-human-0000329,2
human,en,en-human-0000329,1
human,en,en-human-0000329,6
human,en,en-human-0000329,1
human,en,en-human-0000329,1
human,en,en-human-0000329,3
human,en,en-human-0000329,1
human,en,en-human-0000329,1
human,en,en-human-0000329,2
human,en,en-human-0000329,1
human,en,en-human-0000329,4
human,en,en-human-0000329,1
human,en,en-human-0000329,2
human,en,en-human-0000329,2
human,en,en-human-0000329,1
human,en,en-human-0000329,5
human,en,en-human-0000331,2
human,en,en-human-0000331,1
human,en,en-human-0000331,2
human,en,en-human-0000331,1
human,en,en-human-0000331,3
human,en,en-human-0000331,2
human,en,en-human-0000331,1
human,en,en-human-0000331,3
human,en,en-human-0000332,4
human,en,en-human-0000332,2
human,en,en-human-0000332,1
human,en,en-human-0000332,4
human,en,en-human-0000332,3
human,en,en-human-0000332,2
human,en,en-human-0000332,5
human,en,en-human-0000332,2
human,en,en-human-0000332,1
human,en,en-human-0000332,3
human,en,en-human-0000332,2
human,en,en-human-0000332,1
human,en,en-human-0000332,6
human,en,en-human-0000332,1
human,en,en-human-0000332,2
human,en,en-human-0000332,3
human,en,en-human-0000332,2
human,en,en-human-0000332,1
human,en,en-human-0000332,6
human,en,en-human-0000334,2
human,en,en-human-0000334,1
human,en,en-human-0000334,1
human,en,en-human-0000334,2
human,en,en-human-0000334,1
human,en,en-human-0000334,2
human,en,en-human-0000334,1
human,en,en-human-0000334,4
human,en,en-human-0000336,1
human,en,en-human-0000339,1
human,en,en-human-0000339,1
human,en,en-human-0000339,2
human,en,en-human-0000339,2
human,en,en-human-0000339,1
human,en,en-human-0000339,6
human,en,en-human-0000339,2
human,en,en-human-0000339,9
human,en,en-human-0000339,2
human,en,en-human-0000341,1
human,en,en-human-0000342,1
human,en,en-human-0000342,1
human,en,en-human-0000343,1
human,en,en-human-0000343,1
human,en,en-human-0000343,2
human,en,en-human-0000343,1
human,en,en-human-0000343,1
human,en,en-human-0000343,3
human,en,en-human-0000343,2
human,en,en-human-0000343,1
human,en,en-human-0000343,8
human,en,en-human-0000344,1
human,en,en-human-0000344,2
human,en,en-human-0000344,1
human,en,en-human-0000344,3
human,en,en-human-0000344,1
human,en,en-human-0000344,2
human,en,en-human-0000344,2
human,en,en-human-0000344,1
human,en,en-human-0000344,3
human,en,en-human-0000344,1
human,en,en-human-0000344,1
human,en,en-human-0000344,2
human,en,en-human-0000345,4
human,en,en-human-0000345,2
human,en,en-human-0000345,1
human,en,en-human-0000345,4
human,en,en-human-0000345,3
human,en,en-human-0000345,2
human,en,en-human-0000345,1
human,en,en-human-0000345,5
human,en,en-human-0000345,2
human,en,en-human-0000345,1
human,en,en-human-0000345,4
human,en,en-human-0000345,4
human,en,en-human-0000345,3
human,en,en-human-0000345,1
human,en,en-human-0000345,1
human,en,en-human-0000345,5
human,en,en-human-0000346,1
human,en,en-human-0000346,1
human,en,en-human-0000346,2
human,en,en-human-0000346,2
human,en,en-human-0000346,1
human,en,en-human-0000346,3
human,en,en-human-0000346,3
human,en,en-human-0000346,2
human,en,en-human-0000346,1
human,en,en-human-0000346,4
human,en,en-human-0000347,2
human,en,en-human-0000347,1
human,en,en-human-0000347,10
human,en,en-human-0000347,3
human,en,en-human-0000347,2
human,en,en-human-0000347,1
human,en,en-human-0000347,6
human,en,en-human-0000347,1
human,en,en-human-0000347,2
human,en,en-human-0000347,1
human,en,en-human-0000347,3
human,en,en-human-0000347,1
human,en,en-human-0000347,11
human,en,en-human-0000347,1
human,en,en-human-0000347,2
human,en,en-human-0000347,5
human,en,en-human-0000347,4
human,en,en-human-0000347,3
human,en,en-human-0000347,2
human,en,en-human-0000347,1
human,en,en-human-0000347,6
human,en,en-human-0000348,1
human,en,en-human-0000348,2
human,en,en-human-0000348,1
human,en,en-human-0000348,3
human,en,en-human-0000348,1
human,en,en-human-0000348,2
human,en,en-human-0000348,1
human,en,en-human-0000348,2
human,en,en-human-0000348,1
human,en,en-human-0000348,4
human,en,en-human-0000348,1
human,en,en-human-0000348,12
human,en,en-human-0000348,2
human,en,en-human-0000348,1
human,en,en-human-0000348,3
human,en,en-human-0000348,2
human,en,en-human-0000348,1
human,en,en-human-0000348,3
human,en,en-human-0000348,1
human,en,en-human-0000348,5
human,en,en-human-0000349,5
human,en,en-human-0000349,4
human,en,en-human-0000349,3
human,en,en-human-0000349,2
human,en,en-human-0000349,1
human,en,en-human-0000349,1
human,en,en-human-0000349,1
human,en,en-human-0000349,3
human,en,en-human-0000349,1
human,en,en-human-0000352,2
human,en,en-human-0000352,1
human,en,en-human-0000353,2
human,en,en-human-0000353,1
human,en,en-human-0000353,6
human,en,en-human-0000353,2
human,en,en-human-0000353,1
human,en,en-human-0000353,3
human,en,en-human-0000353,1
human,en,en-human-0000353,1
human,en,en-human-0000353,2
human,en,en-human-0000354,1
human,en,en-human-0000355,1
human,en,en-human-0000355,1
human,en,en-human-0000356,1
human,en,en-human-0000357,1
human,en,en-human-0000357,1
human,en,en-human-0000358,1
human,en,en-human-0000358,2
human,en,en-human-0000358,1
human,en,en-human-0000358,1
human,en,en-human-0000359,1
human,en,en-human-0000359,4
human,en,en-human-0000359,1
human,en,en-human-0000359,1
human,en,en-human-0000359,1
human,en,en-human-0000359,1
human,en,en-human-0000359,2
human,en,en-human-0000359,2
human,en,en-human-0000359,1
human,en,en-human-0000359,3
human,en,en-human-0000359,2
human,en,en-human-0000359,1
human,en,en-human-0000359,3
human,en,en-human-0000359,4
human,en,en-human-0000359,3
human,en,en-human-0000359,2
human,en,en-human-0000359,1
human,en,en-human-0000359,14
human,en,en-human-0000359,3
human,en,en-human-0000359,2
human,en,en-human-0000359,1
human,en,en-human-0000359,4
human,en,en-human-0000359,1
human,en,en-human-0000359,2
human,en,en-human-0000360,5
human,en,en-human-0000360,1
human,en,en-human-0000360,1
human,en,en-human-0000360,2
human,en,en-human-0000360,1
human,en,en-human-0000360,2
human,en,en-human-0000360,1
human,en,en-human-0000360,3
human,en,en-human-0000360,1
human,en,en-human-0000360,2
human,en,en-human-0000360,2
human,en,en-human-0000360,1
human,en,en-human-0000360,5
human,en,en-human-0000360,2
human,en,en-human-0000360,1
human,en,en-human-0000360,3
human,en,en-human-0000360,1
human,en,en-human-0000360,2
human,en,en-human-0000360,2
human,en,en-human-0000360,1
human,en,en-human-0000360,3
human,en,en-human-0000360,1
human,en,en-human-0000360,1
human,en,en-human-0000361,1
human,en,en-human-0000361,5
human,en,en-human-0000361,1
human,en,en-human-0000361,1
human,en,en-human-0000361,2
human,en,en-human-0000361,1
human,en,en-human-0000361,2
human,en,en-human-0000361,1
human,en,en-human-0000361,3
human,en,en-human-0000362,1
human,en,en-human-0000362,4
human,en,en-human-0000362,2
human,en,en-human-0000362,1
human,en,en-human-0000362,2
human,en,en-human-0000362,1
human,en,en-human-0000362,3
human,en,en-human-0000362,1
human,en,en-human-0000362,5
human,en,en-human-0000362,1
human,en,en-human-0000362,1
human,en,en-human-0000362,3
human,en,en-human-0000362,1
human,en,en-human-0000362,2
human,en,en-human-0000362,3
human,en,en-human-0000362,1
human,en,en-human-0000362,2
human,en,en-human-0000362,1
human,en,en-human-0000362,2
human,en,en-human-0000362,1
human,en,en-human-0000362,2
human,en,en-human-0000362,1
human,en,en-human-0000362,4
human,en,en-human-0000362,2
human,en,en-human-0000362,4
human,en,en-human-0000362,1
human,en,en-human-0000362,6
human,en,en-human-0000363,2
human,en,en-human-0000363,1
human,en,en-human-0000364,1
human,en,en-human-0000364,7
human,en,en-human-0000364,6
human,en,en-human-0000364,5
human,en,en-human-0000364,4
human,en,en-human-0000364,3
human,en,en-human-0000364,1
human,en,en-human-0000364,1
human,en,en-human-0000364,2
human,en,en-human-0000364,1
human,en,en-human-0000364,3
human,en,en-human-0000364,1
human,en,en-human-0000364,3
human,en,en-human-0000364,2
human,en,en-human-0000364,1
human,en,en-human-0000364,8
human,en,en-human-0000364,1
human,en,en-human-0000364,4
human,en,en-human-0000364,1
human,en,en-human-0000364,1
human,en,en-human-0000364,1
human,en,en-human-0000364,6
human,en,en-human-0000364,1
human,en,en-human-0000364,2
human,en,en-human-0000365,2
human,en,en-human-0000365,1
human,en,en-human-0000365,4
human,en,en-human-0000365,1
human,en,en-human-0000365,2
human,en,en-human-0000365,1
human,en,en-human-0000365,1
human,en,en-human-0000365,2
human,en,en-human-0000365,1
human,en,en-human-0000365,4
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,7
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,14
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,21
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,28
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,35
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000366,42
human,en,en-human-0000366,1
human,en,en-human-0000366,2
human,en,en-human-0000366,2
human,en,en-human-0000374,1
human,en,en-human-0000375,1
human,en,en-human-0000375,1
human,en,en-human-0000376,4
human,en,en-human-0000376,1
human,en,en-human-0000376,2
human,en,en-human-0000376,1
human,en,en-human-0000376,8
human,en,en-human-0000376,2
human,en,en-human-0000376,1
human,en,en-human-0000376,4
human,en,en-human-0000376,1
human,en,en-human-0000376,2
human,en,en-human-0000376,1
human,en,en-human-0000376,4
human,en,en-human-0000376,3
human,en,en-human-0000376,1
human,en,en-human-0000376,1
human,en,en-human-0000376,5
human,en,en-human-0000377,1
human,en,en-human-0000377,7
human,en,en-human-0000377,6
human,en,en-human-0000377,5
human,en,en-human-0000377,4
human,en,en-human-0000377,3
human,en,en-human-0000377,1
human,en,en-human-0000377,1
human,en,en-human-0000377,4
human,en,en-human-0000377,3
human,en,en-human-0000377,1
human,en,en-human-0000377,1
human,en,en-human-0000377,5
human,en,en-human-0000378,1
human,en,en-human-0000378,2
human,en,en-human-0000378,1
human,en,en-human-0000378,2
human,en,en-human-0000378,1
human,en,en-human-0000378,3
human,en,en-human-0000378,2
human,en,en-human-0000378,2
human,en,en-human-0000379,4
human,en,en-human-0000379,1
human,en,en-human-0000379,2
human,en,en-human-0000379,1
human,en,en-human-0000379,19
human,en,en-human-0000379,2
human,en,en-human-0000379,1
human,en,en-human-0000379,14
human,en,en-human-0000379,2
human,en,en-human-0000379,1
human,en,en-human-0000379,4
human,en,en-human-0000379,1
human,en,en-human-0000379,2
human,en,en-human-0000379,2
human,en,en-human-0000379,10
human,en,en-human-0000379,2
human,en,en-human-0000379,1
human,en,en-human-0000379,2
human,en,en-human-0000379,1
human,en,en-human-0000379,7
human,en,en-human-0000379,1
human,en,en-human-0000379,5
human,en,en-human-0000379,4
human,en,en-human-0000379,3
human,en,en-human-0000379,2
human,en,en-human-0000379,9
human,en,en-human-0000380,3
human,en,en-human-0000380,1
human,en,en-human-0000380,1
human,en,en-human-0000380,26
human,en,en-human-0000380,25
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,4
human,en,en-human-0000380,1
human,en,en-human-0000380,7
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,6
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,3
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,6
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,28
human,en,en-human-0000380,11
human,en,en-human-0000380,1
human,en,en-human-0000380,9
human,en,en-human-0000380,5
human,en,en-human-0000380,1
human,en,en-human-0000380,3
human,en,en-human-0000380,2
human,en,en-human-0000380,1
human,en,en-human-0000380,6
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000380,12
human,en,en-human-0000380,3
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000380,4
human,en,en-human-0000380,5
human,en,en-human-0000380,1
human,en,en-human-0000380,2
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000381,1
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000381,2
human,en,en-human-0000381,4
human,en,en-human-0000381,3
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000381,9
human,en,en-human-0000381,1
human,en,en-human-0000381,2
human,en,en-human-0000381,3
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000381,6
human,en,en-human-0000381,1
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000381,2
human,en,en-human-0000381,1
human,en,en-human-0000382,1
human,en,en-human-0000382,1
human,en,en-human-0000382,2
human,en,en-human-0000382,3
human,en,en-human-0000382,2
human,en,en-human-0000382,1
human,en,en-human-0000382,4
human,en,en-human-0000382,1
human,en,en-human-0000382,2
human,en,en-human-0000382,1
human,en,en-human-0000384,2
human,en,en-human-0000384,1
human,en,en-human-0000384,1
human,en,en-human-0000384,1
human,en,en-human-0000384,3
human,en,en-human-0000384,3
human,en,en-human-0000384,2
human,en,en-human-0000384,1
human,en,en-human-0000384,4
human,en,en-human-0000386,1
human,en,en-human-0000386,2
human,en,en-human-0000387,3
human,en,en-human-0000387,1
human,en,en-human-0000387,2
human,en,en-human-0000387,1
human,en,en-human-0000387,3
human,en,en-human-0000388,4
human,en,en-human-0000388,3
human,en,en-human-0000388,1
human,en,en-human-0000388,2
human,en,en-human-0000388,2
human,en,en-human-0000388,1
human,en,en-human-0000389,1
human,en,en-human-0000389,1
human,en,en-human-0000389,2
human,en,en-human-0000389,3
human,en,en-human-0000389,2
human,en,en-human-0000389,1
human,en,en-human-0000389,6
human,en,en-human-0000389,1
human,en,en-human-0000389,8
human,en,en-human-0000389,1
human,en,en-human-0000389,2
human,en,en-human-0000389,1
human,en,en-human-0000389,2
human,en,en-human-0000389,5
human,en,en-human-0000389,4
human,en,en-human-0000389,3
human,en,en-human-0000389,2
human,en,en-human-0000389,1
human,en,en-human-0000389,8
human,en,en-human-0000390,2
human,en,en-human-0000390,1
human,en,en-human-0000390,1
human,en,en-human-0000390,2
human,en,en-human-0000390,1
human,en,en-human-0000390,2
human,en,en-human-0000391,1
human,en,en-human-0000391,2
human,en,en-human-0000391,1
human,en,en-human-0000391,2
human,en,en-human-0000391,3
human,en,en-human-0000391,2
human,en,en-human-0000391,1
human,en,en-human-0000391,8
human,en,en-human-0000391,1
human,en,en-human-0000391,1
human,en,en-human-0000391,3
human,en,en-human-0000393,2
human,en,en-human-0000393,5
human,en,en-human-0000394,1
human,en,en-human-0000394,1
human,en,en-human-0000396,2
human,en,en-human-0000396,1
human,en,en-human-0000396,1
human,en,en-human-0000396,2
human,en,en-human-0000397,2
human,en,en-human-0000397,1
human,en,en-human-0000398,1
human,en,en-human-0000398,1
human,en,en-human-0000398,2
human,en,en-human-0000398,1
human,en,en-human-0000398,4
human,en,en-human-0000399,1
human,en,en-human-0000399,6
human,en,en-human-0000399,1
human,en,en-human-0000399,4
human,en,en-human-0000399,3
human,en,en-human-0000399,2
human,en,en-human-0000399,1
human,en,en-human-0000400,3
human,en,en-human-0000400,2
human,en,en-human-0000400,1
human,en,en-human-0000400,1
human,en,en-human-0000400,2
human,en,en-human-0000400,4
human,en,en-human-0000400,2
human,en,en-human-0000400,1
human,en,en-human-0000400,8
human,en,en-human-0000400,4
human,en,en-human-0000400,3
human,en,en-human-0000400,1
human,en,en-human-0000400,1
human,en,en-human-0000400,5
human,en,en-human-0000401,1
human,en,en-human-0000401,2
human,en,en-human-0000401,1
human,en,en-human-0000401,4
human,en,en-human-0000402,1
human,en,en-human-0000402,6
human,en,en-human-0000402,2
human,en,en-human-0000402,1
human,en,en-human-0000402,3
human,en,en-human-0000402,2
human,en,en-human-0000402,1
human,en,en-human-0000403,3
human,en,en-human-0000403,2
human,en,en-human-0000403,1
human,en,en-human-0000403,1
human,en,en-human-0000404,1
human,en,en-human-0000404,2
human,en,en-human-0000404,1
human,en,en-human-0000404,2
human,en,en-human-0000405,2
human,en,en-human-0000405,1
human,en,en-human-0000405,2
human,en,en-human-0000405,1
human,en,en-human-0000405,1
human,en,en-human-0000406,2
human,en,en-human-0000406,1
human,en,en-human-0000406,2
human,en,en-human-0000406,1
human,en,en-human-0000406,2
human,en,en-human-0000406,1
human,en,en-human-0000406,3
human,en,en-human-0000407,1
human,en,en-human-0000407,1
human,en,en-human-0000407,2
human,en,en-human-0000408,1
human,en,en-human-0000408,2
human,en,en-human-0000408,3
human,en,en-human-0000410,3
human,en,en-human-0000410,2
human,en,en-human-0000410,1
human,en,en-human-0000411,2
human,en,en-human-0000411,1
human,en,en-human-0000411,1
human,en,en-human-0000411,2
human,en,en-human-0000412,1
human,en,en-human-0000412,1
human,en,en-human-0000412,1
human,en,en-human-0000412,3
human,en,en-human-0000413,1
human,en,en-human-0000413,1
human,en,en-human-0000413,3
human,en,en-human-0000413,1
human,en,en-human-0000413,2
human,en,en-human-0000413,3
human,en,en-human-0000413,2
human,en,en-human-0000413,1
human,en,en-human-0000413,6
human,en,en-human-0000414,1
human,en,en-human-0000415,1
human,en,en-human-0000415,1
human,en,en-human-0000416,2
human,en,en-human-0000416,1
human,en,en-human-0000418,3
human,en,en-human-0000418,2
human,en,en-human-0000418,1
human,en,en-human-0000419,1
human,en,en-human-0000419,2
human,en,en-human-0000419,1
human,en,en-human-0000419,3
human,en,en-human-0000420,1
human,en,en-human-0000420,2
human,en,en-human-0000420,1
human,en,en-human-0000420,1
human,en,en-human-0000420,2
human,en,en-human-0000420,3
human,en,en-human-0000420,2
human,en,en-human-0000420,1
human,en,en-human-0000420,4
human,en,en-human-0000420,2
human,en,en-human-0000420,1
human,en,en-human-0000420,3
human,en,en-human-0000421,1
human,en,en-human-0000421,2
human,en,en-human-0000421,1
human,en,en-human-0000421,2
human,en,en-human-0000422,2
human,en,en-human-0000422,1
human,en,en-human-0000422,1
human,en,en-human-0000422,2
human,en,en-human-0000423,1
human,en,en-human-0000423,1
human,en,en-human-0000424,1
human,en,en-human-0000424,1
human,en,en-human-0000424,3
human,en,en-human-0000424,2
human,en,en-human-0000424,1
human,en,en-human-0000425,1
human,en,en-human-0000425,3
human,en,en-human-0000425,1
human,en,en-human-0000425,6
human,en,en-human-0000425,1
human,en,en-human-0000425,9
human,en,en-human-0000425,1
human,en,en-human-0000426,1
human,en,en-human-0000426,1
human,en,en-human-0000426,3
human,en,en-human-0000426,2
human,en,en-human-0000426,1
human,en,en-human-0000427,1
human,en,en-human-0000427,3
human,en,en-human-0000427,1
human,en,en-human-0000427,6
human,en,en-human-0000427,1
human,en,en-human-0000427,9
human,en,en-human-0000427,1
human,en,en-human-0000428,1
human,en,en-human-0000428,1
human,en,en-human-0000429,1
human,en,en-human-0000429,1
human,en,en-human-0000429,3
human,en,en-human-0000429,2
human,en,en-human-0000429,1
human,en,en-human-0000430,1
human,en,en-human-0000430,3
human,en,en-human-0000430,1
human,en,en-human-0000430,6
human,en,en-human-0000430,1
human,en,en-human-0000430,9
human,en,en-human-0000430,1
human,en,en-human-0000431,4
human,en,en-human-0000431,2
human,en,en-human-0000431,1
human,en,en-human-0000431,1
human,en,en-human-0000431,3
human,en,en-human-0000431,5
human,en,en-human-0000431,1
human,en,en-human-0000431,2
human,en,en-human-0000431,3
human,en,en-human-0000431,5
human,en,en-human-0000431,12
human,en,en-human-0000431,1
human,en,en-human-0000431,3
human,en,en-human-0000431,17
human,en,en-human-0000431,1
human,en,en-human-0000431,3
human,en,en-human-0000431,22
human,en,en-human-0000431,1
human,en,en-human-0000431,3
human,en,en-human-0000432,2
human,en,en-human-0000432,1
human,en,en-human-0000432,3
human,en,en-human-0000432,1
human,en,en-human-0000432,6
human,en,en-human-0000432,1
human,en,en-human-0000432,9
human,en,en-human-0000432,1
human,en,en-human-0000432,12
human,en,en-human-0000432,1
human,en,en-human-0000433,1
human,en,en-human-0000433,1
human,en,en-human-0000433,2
human,en,en-human-0000433,1
human,en,en-human-0000433,2
human,en,en-human-0000433,1
human,en,en-human-0000433,4
human,en,en-human-0000434,1
human,en,en-human-0000434,1
human,en,en-human-0000434,2
human,en,en-human-0000435,2
human,en,en-human-0000435,1
human,en,en-human-0000436,1
human,en,en-human-0000436,4
human,en,en-human-0000436,3
human,en,en-human-0000436,2
human,en,en-human-0000436,1
human,en,en-human-0000436,1
human,en,en-human-0000436,2
human,en,en-human-0000436,1
human,en,en-human-0000436,2
human,en,en-human-0000437,1
human,en,en-human-0000437,1
human,en,en-human-0000437,4
human,en,en-human-0000437,3
human,en,en-human-0000437,1
human,en,en-human-0000437,1
human,en,en-human-0000437,6
human,en,en-human-0000437,2
human,en,en-human-0000437,1
human,en,en-human-0000437,10
human,en,en-human-0000437,1
human,en,en-human-0000437,2
human,en,en-human-0000437,1
human,en,en-human-0000437,4
human,en,en-human-0000437,1
human,en,en-human-0000437,2
human,en,en-human-0000437,1
human,en,en-human-0000437,8
human,en,en-human-0000437,1
human,en,en-human-0000437,2
human,en,en-human-0000437,3
human,en,en-human-0000437,2
human,en,en-human-0000437,1
human,en,en-human-0000437,6
human,en,en-human-0000438,1
human,en,en-human-0000438,2
human,en,en-human-0000438,1
human,en,en-human-0000438,1
human,en,en-human-0000438,2
human,en,en-human-0000438,7
human,en,en-human-0000438,6
human,en,en-human-0000438,1
human,en,en-human-0000438,1
human,en,en-human-0000438,3
human,en,en-human-0000438,1
human,en,en-human-0000438,1
human,en,en-human-0000438,10
human,en,en-human-0000439,1
human,en,en-human-0000439,1
human,en,en-human-0000439,4
human,en,en-human-0000439,3
human,en,en-human-0000439,2
human,en,en-human-0000439,1
human,en,en-human-0000439,7
human,en,en-human-0000439,1
human,en,en-human-0000439,2
human,en,en-human-0000439,1
human,en,en-human-0000439,5
human,en,en-human-0000439,1
human,en,en-human-0000440,3
human,en,en-human-0000440,2
human,en,en-human-0000440,1
human,en,en-human-0000441,2
human,en,en-human-0000441,1
human,en,en-human-0000441,9
human,en,en-human-0000441,1
human,en,en-human-0000441,2
human,en,en-human-0000441,3
human,en,en-human-0000441,2
human,en,en-human-0000441,1
human,en,en-human-0000441,4
human,en,en-human-0000441,1
human,en,en-human-0000441,13
human,en,en-human-0000441,1
human,en,en-human-0000441,1
human,en,en-human-0000441,3
human,en,en-human-0000441,6
human,en,en-human-0000441,1
human,en,en-human-0000441,3
human,en,en-human-0000441,1
human,en,en-human-0000441,12
human,en,en-human-0000441,1
human,en,en-human-0000441,3
human,en,en-human-0000442,1
human,en,en-human-0000442,6
human,en,en-human-0000442,1
human,en,en-human-0000442,4
human,en,en-human-0000442,1
human,en,en-human-0000442,2
human,en,en-human-0000442,1
human,en,en-human-0000442,7
human,en,en-human-0000443,1
human,en,en-human-0000443,1
human,en,en-human-0000443,3
human,en,en-human-0000443,2
human,en,en-human-0000443,1
human,en,en-human-0000443,7
human,en,en-human-0000443,1
human,en,en-human-0000443,2
human,en,en-human-0000443,1
human,en,en-human-0000443,2
human,en,en-human-0000444,3
human,en,en-human-0000444,2
human,en,en-human-0000444,1
human,en,en-human-0000444,2
human,en,en-human-0000444,1
human,en,en-human-0000444,3
human,en,en-human-0000444,2
human,en,en-human-0000444,1
human,en,en-human-0000444,6
human,en,en-human-0000444,4
human,en,en-human-0000444,1
human,en,en-human-0000444,2
human,en,en-human-0000444,1
human,en,en-human-0000444,5
human,en,en-human-0000444,1
human,en,en-human-0000444,2
human,en,en-human-0000444,1
human,en,en-human-0000444,2
human,en,en-human-0000445,1
human,en,en-human-0000445,2
human,en,en-human-0000445,1
human,en,en-human-0000445,2
human,en,en-human-0000445,1
human,en,en-human-0000445,3
human,en,en-human-0000445,3
human,en,en-human-0000445,2
human,en,en-human-0000445,1
human,en,en-human-0000445,8
human,en,en-human-0000445,1
human,en,en-human-0000446,1
human,en,en-human-0000447,1
human,en,en-human-0000447,1
human,en,en-human-0000448,2
human,en,en-human-0000448,1
human,en,en-human-0000448,1
human,en,en-human-0000448,2
human,en,en-human-0000449,2
human,en,en-human-0000449,1
human,en,en-human-0000449,1
human,en,en-human-0000449,3
human,en,en-human-0000449,2
human,en,en-human-0000449,1
human,en,en-human-0000449,3
human,en,en-human-0000449,1
human,en,en-human-0000449,2
human,en,en-human-0000450,2
human,en,en-human-0000450,1
human,en,en-human-0000450,2
human,en,en-human-0000450,1
human,en,en-human-0000450,3
human,en,en-human-0000451,2
human,en,en-human-0000451,1
human,en,en-human-0000451,2
human,en,en-human-0000451,1
human,en,en-human-0000451,2
human,en,en-human-0000451,3
human,en,en-human-0000451,2
human,en,en-human-0000451,1
human,en,en-human-0000451,6
human,en,en-human-0000451,1
human,en,en-human-0000451,2
human,en,en-human-0000451,2
human,en,en-human-0000451,1
human,en,en-human-0000451,5
human,en,en-human-0000452,1
human,en,en-human-0000452,2
human,en,en-human-0000452,1
human,en,en-human-0000452,1
human,en,en-human-0000452,2
human,en,en-human-0000452,3
human,en,en-human-0000452,2
human,en,en-human-0000452,1
human,en,en-human-0000452,7
human,en,en-human-0000453,5
human,en,en-human-0000453,3
human,en,en-human-0000453,2
human,en,en-human-0000453,1
human,en,en-human-0000453,1
human,en,en-human-0000453,2
human,en,en-human-0000454,1
human,en,en-human-0000454,2
human,en,en-human-0000455,1
human,en,en-human-0000455,2
human,en,en-human-0000455,1
human,en,en-human-0000455,3
human,en,en-human-0000458,1
human,en,en-human-0000458,2
human,en,en-human-0000458,2
human,en,en-human-0000458,1
